"","intercept","lon","lat","ldv","col"
"1",0,0,0,0,0
"2",0.0611304670029769,0.0340553641853592,0.0272949502094056,-0.00752753828928276,0.0105673453607493
"3",0.0205241810433399,-0.0260577937622858,0.00539929180965772,0.000161940386958914,0.0209883028394904
"4",-0.0164817313669496,-0.0117877067788056,0.000786695547527595,0.00182412201916857,0.00598316721018994
"5",-0.101106767600141,0.00803127903367419,-0.027454758814934,-0.0337519480200443,0.011118555193182
"6",0.0415245424291749,-0.0168062283297859,0.036412475138527,-0.000744174818330871,-0.0485536779922943
"7",0.098045273256161,-0.0010288846692559,-0.0100254248079644,-0.00269920822590031,0.0282449679634768
"8",-0.0238583263674743,0.0026398000422341,-0.0187576228435203,-0.0253250625320332,0.000390606702606919
"9",-0.0554630420013694,-0.0070348111892378,-0.00685710463513113,-0.0337081425435033,-0.0343460642123723
"10",0.0160097986836673,-0.00359135826928578,0.0254561940948308,-0.0384107938975714,0.0353923728485462
"11",0.0179126942961173,0.00590890217318235,-0.00673147962312338,-0.0238802116419782,0.0108170279484763
"12",-0.0453545027367761,-0.0403076839836774,-0.0423184639761867,-0.0414927067839014,-0.00796372536824041
"13",0.000741948857241113,0.032888687689176,0.0350905233367738,-0.0219196172988288,0.0128656581995453
"14",0.0512879843866164,-0.00378318496953175,-0.0247498257951811,9.8447496716078e-05,-0.000666769695159572
"15",-0.0388452046836632,-0.00410108570470865,-0.00410652358944668,-0.0319398221722721,0.00285656291509334
"16",-0.0179263252278515,0.0433881173910135,0.0234367962644324,-0.0448321647806229,0.00151400167811794
"17",0.0456751212571998,-0.0085640667335223,-0.00738975013960262,0.010944804996217,0.00751486109135218
"18",-0.0793235328285997,0.00229923061096139,-9.98291001766617e-05,-0.0525578970203726,-0.0366869406510135
"19",0.0760413933938603,0.0157781052714289,0.0147311470991732,-0.0524851315209817,0.000972592000719155
"20",0.0278343259323656,-0.0158033311414902,-0.0122524448367972,-0.0241559406487839,0.0345282931854183
"21",-0.0059626278882247,-0.021590897051464,-0.0222411223454015,-0.0420346649664699,-0.00955837970296175
"22",0.000335287952987867,0.0449203997066003,0.0100925684806341,-0.0464932514108056,0.00210546979927574
"23",-0.0102582832036968,-0.0495994532469379,-0.0278521369206006,-0.00200632146878377,-0.00370198460574568
"24",-0.0138881640124186,0.0273688901449175,0.0220400620701904,-0.0479152657261604,-0.000409736099859846
"25",0.0419771925831222,-0.0264000132773523,-0.0382138072077866,-0.0248401824180576,0.0081082526897159
"26",0.000560830664865137,-0.00506046909029376,0.0355719108142884,-0.0283956517728431,0.00703738433149489
"27",0.0215519871743395,-0.0183391962289229,-0.0218828718677755,-0.0326146262262005,-0.0154220783406561
"28",-0.0284230896871757,0.0159775000282168,0.0146204514181639,-0.0777038525613007,-0.00411431436933478
"29",0.0277269907987003,-0.0183497959028432,-0.0327423593318337,-0.0258747544314439,0.0247075076180068
"30",-0.0326706983825962,0.0162977873581156,0.0337807583500986,-0.0428587208970998,-0.00802759802551281
"31",0.0138412257435256,-0.000943477766566732,-0.00475078297515486,-0.0152815334284717,-0.0238682096820815
"32",-0.0243887113288543,-0.0362358856947382,-0.0272006620756706,-0.0491438993052875,-0.00431897435885353
"33",-0.0155935696245133,0.0408682106915361,0.0323928781087727,-0.0614623739761552,0.0167650982681563
"34",0.0316098423215455,-0.0096854144510238,-0.0140183262601698,-0.00637611479604023,-0.0153773801939095
"35",-0.0129680446446953,0.0118498314452497,-0.00564747571916939,-0.0505282711840678,0.0182882821852416
"36",-0.0180572169467321,-0.00295606459943127,-0.0293276582592625,-0.036091045212848,0.0159583104928044
"37",-0.0235183434305885,0.023426294619844,0.0335374693422133,-0.00746699802718631,-0.00906981460646287
"38",0.0243462656333079,-0.00824720795174347,-0.043481153763067,-0.014220368929891,0.0137734319117112
"39",-0.0436950828374487,0.00231699415660875,0.0398562237639389,-0.0405269964313733,-0.0328804046567472
"40",-0.00755695696689578,-0.00489972805697452,-0.0313621391704922,-0.049953378276951,0.0131967630929426
"41",-0.0432502059777904,0.00325739757442292,-0.000806236069626191,-0.0386039109202957,0.0290976761628398
"42",-0.0584314751563249,-0.0315135110613031,0.0493733726353325,-0.0393135022308316,-0.0387113176209184
"43",0.0762531168429366,0.0260341623034465,-0.0169027837267517,0.0233777379667108,0.0246756958475259
"44",-0.0741059162640545,-0.00855920603721152,-0.0109534117115204,-0.0185276599697001,-0.0177374375018342
"45",-0.0252540568125559,0.013959696043002,0.0275897384968488,-0.0366849015905346,0.0313309284365125
"46",-0.0285002007117015,0.0457566041756362,0.000144970237043284,-0.0358794863514623,-0.0280127533987934
"47",0.0449349536599828,-0.0437015971210136,-0.0382944090328557,-0.00940844995296107,0.0195494713021058
"48",0.0032559453640367,0.00123987025939027,0.00288818502553805,-0.0039488260496728,0.0119296767880044
"49",-0.14857273283373,0.058592956849386,0.0365020359990968,-0.0871720493372082,0.00768078129866814
"50",0.0438496214890287,-0.0802909302527697,-0.0316321696402651,-0.019347594266156,0.000316697967458063
"51",0.0217876204034273,0.0181666550908514,0.0332507871963139,-0.00415106639132723,0.0101314650302013
"52",-0.0166362448952693,0.00602276472157446,-0.0244374377667161,-0.00377068400468588,-1.53778463740935e-05
"53",-0.0758221695382706,0.0317327521506829,0.0187824451503124,-0.0552896323331148,-0.0295057605517135
"54",0.0917405711367782,-0.0366990981944536,-0.039159404240366,-0.0140134778097953,0.0263180353351624
"55",-0.0113629432314371,-0.00824378027047236,0.0370394028404639,-0.00472849309286279,-0.0235042333387611
"56",-0.00487359300108076,-0.00192951296458557,-0.0233446444506576,-0.0422110623104605,0.0385366280864057
"57",0.00541156783234594,-0.0109014500204332,0.0117625455397111,-0.0327428774746675,-0.0294935110577107
"58",-0.0562644619366746,0.0235804206209348,-0.0697513440138629,-0.0526860960231056,0.0147463465923143
"59",0.0837358559314049,-0.00243521616669956,0.0813072336742258,-0.0476697375934175,0.0227362873865727
"60",0.0645981146502064,0.0408804403341977,-0.0153268960752567,-0.0226466181982186,0.00558579196062825
"61",0.0015989825106182,-0.05151944163896,-0.038856672071345,-5.38954540161326e-05,-0.000975003332261492
